name,role,age,market_value,squadra,stagione
Theo Hernández,"Theo Hernández            




            Terzino sinistro",06/ott/1997 (26),"60,00 mln €",AC Milan,2023
Davide Bartesaghi,"Davide Bartesaghi            




            Terzino sinistro",29/dic/2005 (18),"1,00 mln €",AC Milan,2023
Davide Calabria,"Davide Calabria            




            Terzino destro",06/dic/1996 (27),"13,00 mln €",AC Milan,2023
Filippo Terracciano,"Filippo Terracciano            




            Terzino destro",08/feb/2003 (21),"4,50 mln €",AC Milan,2023
Álex Jiménez,"Álex Jiménez            




            Terzino destro",08/mag/2005 (19),"4,00 mln €",AC Milan,2023
Alessandro Florenzi,"Alessandro Florenzi            




            Terzino destro",11/mar/1991 (33),"2,00 mln €",AC Milan,2023
Ismaël Bennacer,"Ismaël Bennacer  




            Mediano",01/dic/1997 (26),"30,00 mln €",AC Milan,2023
Yacine Adli,"Yacine Adli            




            Mediano",29/lug/2000 (23),"15,00 mln €",AC Milan,2023
Rade Krunic,"Rade Krunic            




            Mediano",07/ott/1993 (30),"6,00 mln €",AC Milan,2023
Victor Eletu,"Victor Eletu            




            Mediano",01/apr/2005 (19),400 mila €,AC Milan,2023
Tijjani Reijnders,"Tijjani Reijnders            




            Centrale",29/lug/1998 (25),"30,00 mln €",AC Milan,2023
Ruben Loftus-Cheek,"Ruben Loftus-Cheek            




            Centrale",23/gen/1996 (28),"25,00 mln €",AC Milan,2023
Yunus Musah,"Yunus Musah  




            Centrale",29/nov/2002 (21),"22,00 mln €",AC Milan,2023
Tommaso Pobega,"Tommaso Pobega            




            Centrale",15/lug/1999 (24),"10,00 mln €",AC Milan,2023
Kevin Zeroli,"Kevin Zeroli            




            Centrale",11/gen/2005 (19),"2,00 mln €",AC Milan,2023
Rafael Leão,"Rafael Leão            




            Ala sinistra",10/giu/1999 (25),"90,00 mln €",AC Milan,2023
Noah Okafor,"Noah Okafor            




            Ala sinistra",24/mag/2000 (24),"20,00 mln €",AC Milan,2023
Chaka Traorè,"Chaka Traorè            




            Ala sinistra",23/dic/2004 (19),"1,50 mln €",AC Milan,2023
Diego Sia,"Diego Sia            




            Ala sinistra",10/mar/2006 (18),-,AC Milan,2023
Christian Pulisic,"Christian Pulisic            




            Ala destra",18/set/1998 (25),"40,00 mln €",AC Milan,2023
Samuel Chukwueze,"Samuel Chukwueze            




            Ala destra",22/mag/1999 (25),"20,00 mln €",AC Milan,2023
Luka Romero,"Luka Romero            




            Ala destra",18/nov/2004 (19),"5,00 mln €",AC Milan,2023
Francesco Camarda,"Francesco Camarda  




            Punta centrale",10/mar/2008 (16),"10,00 mln €",AC Milan,2023
Luka Jović,"Luka Jović            




            Punta centrale",23/dic/1997 (26),"7,00 mln €",AC Milan,2023
Lorenzo Colombo,"Lorenzo Colombo            




            Punta centrale",08/mar/2002 (22),"6,00 mln €",AC Milan,2023
Olivier Giroud,"Olivier Giroud  




            Punta centrale",30/set/1986 (37),"3,00 mln €",AC Milan,2023
Alex Meret,"Alex Meret            




            Portiere",22/mar/1997 (27),"12,00 mln €",SSC Napoli,2023
Pierluigi Gollini,"Pierluigi Gollini            




            Portiere",18/mar/1995 (29),"4,00 mln €",SSC Napoli,2023
Nikita Contini,"Nikita Contini            




            Portiere",21/mag/1996 (28),400 mila €,SSC Napoli,2023
Hubert Idasiak,"Hubert Idasiak            




            Portiere",03/feb/2002 (22),150 mila €,SSC Napoli,2023
Amir Rrahmani,"Amir Rrahmani            




            Difensore centrale",24/feb/1994 (30),"15,00 mln €",SSC Napoli,2023
Natan,"Natan            




            Difensore centrale",06/feb/2001 (23),"12,00 mln €",SSC Napoli,2023
Leo Østigård,"Leo Østigård            




            Difensore centrale",28/nov/1999 (24),"8,00 mln €",SSC Napoli,2023
Juan Jesus,"Juan Jesus            




            Difensore centrale",10/giu/1991 (33),"2,50 mln €",SSC Napoli,2023
Luigi D'Avino,"Luigi D'Avino            




            Difensore centrale",08/dic/2005 (18),125 mila €,SSC Napoli,2023
Mathías Olivera,"Mathías Olivera            




            Terzino sinistro",31/ott/1997 (26),"15,00 mln €",SSC Napoli,2023
Mário Rui,"Mário Rui            




            Terzino sinistro",27/mag/1991 (33),"3,50 mln €",SSC Napoli,2023
Giovanni Di Lorenzo,"Giovanni Di Lorenzo  




            Terzino destro",04/ago/1993 (30),"15,00 mln €",SSC Napoli,2023
Alessandro Zanoli,"Alessandro Zanoli            




            Terzino destro",03/ott/2000 (23),"5,00 mln €",SSC Napoli,2023
Pasquale Mazzocchi,"Pasquale Mazzocchi            




            Terzino destro",27/lug/1995 (28),"3,00 mln €",SSC Napoli,2023
Stanislav Lobotka,"Stanislav Lobotka            




            Mediano",25/nov/1994 (29),"28,00 mln €",SSC Napoli,2023
Jens Cajuste,"Jens Cajuste            




            Mediano",10/ago/1999 (24),"10,00 mln €",SSC Napoli,2023
Leander Dendoncker,"Leander Dendoncker            




            Mediano",15/apr/1995 (29),"7,00 mln €",SSC Napoli,2023
Diego Demme,"Diego Demme            




            Mediano",21/nov/1991 (32),800 mila €,SSC Napoli,2023
Francesco Gioielli,"Francesco Gioielli            




            Mediano",26/feb/2004 (20),175 mila €,SSC Napoli,2023
Frank Anguissa,"Frank Anguissa            




            Centrale",16/nov/1995 (28),"27,00 mln €",SSC Napoli,2023
Piotr Zieliński,"Piotr Zieliński  




            Centrale",20/mag/1994 (30),"22,00 mln €",SSC Napoli,2023
Lorenzo Russo,"Lorenzo Russo            




            Centrale",19/apr/2005 (19),100 mila €,SSC Napoli,2023
Karim Zedadka,"Karim Zedadka  




            Centrocampista di sinistra",09/giu/2000 (24),250 mila €,SSC Napoli,2023
Eljif Elmas,"Eljif Elmas            




            Trequartista",24/set/1999 (24),"20,00 mln €",SSC Napoli,2023
Hamed Junior Traoré,"Hamed Junior Traoré            




            Trequartista",16/feb/2000 (24),"17,00 mln €",SSC Napoli,2023
Gianluca Gaetano,"Gianluca Gaetano            




            Trequartista",05/mag/2000 (24),"6,00 mln €",SSC Napoli,2023
Khvicha Kvaratskhelia,"Khvicha Kvaratskhelia            




            Ala sinistra",12/feb/2001 (23),"80,00 mln €",SSC Napoli,2023
Hirving Lozano,"Hirving Lozano  




            Ala sinistra",30/lug/1995 (28),"15,00 mln €",SSC Napoli,2023
Alessio Zerbin,"Alessio Zerbin            




            Ala sinistra",03/mar/1999 (25),"4,00 mln €",SSC Napoli,2023
Jesper Lindstrøm,"Jesper Lindstrøm            




            Ala destra",29/feb/2000 (24),"22,00 mln €",SSC Napoli,2023
Matteo Politano,"Matteo Politano            




            Ala destra",03/ago/1993 (30),"13,00 mln €",SSC Napoli,2023
Cyril Ngonge,"Cyril Ngonge            




            Ala destra",26/mag/2000 (24),"12,00 mln €",SSC Napoli,2023
Giacomo Raspadori,"Giacomo Raspadori            




            Seconda punta",18/feb/2000 (24),"25,00 mln €",SSC Napoli,2023
Victor Osimhen,"Victor Osimhen            




            Punta centrale",29/dic/1998 (25),"100,00 mln €",SSC Napoli,2023
Giovanni Simeone,"Giovanni Simeone            




            Punta centrale",05/lug/1995 (28),"10,00 mln €",SSC Napoli,2023
Wojciech Szczesny,"Wojciech Szczesny            




            Portiere",18/apr/1990 (34),"6,00 mln €",Juventus FC,2023
Mattia Perin,"Mattia Perin            




            Portiere",10/nov/1992 (31),"3,00 mln €",Juventus FC,2023
Giovanni Daffara,"Giovanni Daffara            




            Portiere",05/dic/2004 (19),300 mila €,Juventus FC,2023
Carlo Pinsoglio,"Carlo Pinsoglio            




            Portiere",16/mar/1990 (34),200 mila €,Juventus FC,2023
Giovanni Garofani,"Giovanni Garofani            




            Portiere",20/ott/2002 (21),100 mila €,Juventus FC,2023
Gian Marco Crespi,"Gian Marco Crespi            




            Portiere",28/giu/2001 (23),100 mila €,Juventus FC,2023
Simone Scaglia,"Simone Scaglia            




            Portiere",12/lug/2004 (19),25 mila €,Juventus FC,2023
Bremer,"Bremer  




            Difensore centrale",18/mar/1997 (27),"60,00 mln €",Juventus FC,2023
Federico Gatti,"Federico Gatti            




            Difensore centrale",24/giu/1998 (26),"18,00 mln €",Juventus FC,2023
Tiago Djaló,"Tiago Djaló            




            Difensore centrale",09/apr/2000 (24),"12,00 mln €",Juventus FC,2023
Danilo,"Danilo            




            Difensore centrale",15/lug/1991 (32),"10,00 mln €",Juventus FC,2023
Dean Huijsen,"Dean Huijsen            




            Difensore centrale",14/apr/2005 (19),"10,00 mln €",Juventus FC,2023
Daniele Rugani,"Daniele Rugani            




            Difensore centrale",29/lug/1994 (29),"4,00 mln €",Juventus FC,2023
Tarik Muharemovic,"Tarik Muharemovic            




            Difensore centrale",28/feb/2003 (21),"1,20 mln €",Juventus FC,2023
Andrea Cambiaso,"Andrea Cambiaso  




            Terzino sinistro",20/feb/2000 (24),"25,00 mln €",Juventus FC,2023
Alex Sandro,"Alex Sandro            




            Terzino sinistro",26/gen/1991 (33),"2,00 mln €",Juventus FC,2023
Mattia De Sciglio,"Mattia De Sciglio            




            Terzino destro",20/ott/1992 (31),"1,00 mln €",Juventus FC,2023
Manuel Locatelli,"Manuel Locatelli  




            Mediano",08/gen/1998 (26),"28,00 mln €",Juventus FC,2023
Adrien Rabiot,"Adrien Rabiot            




            Centrale",03/apr/1995 (29),"35,00 mln €",Juventus FC,2023
Weston McKennie,"Weston McKennie            




            Centrale",28/ago/1998 (25),"28,00 mln €",Juventus FC,2023
Fabio Miretti,"Fabio Miretti            




            Centrale",03/ago/2003 (20),"15,00 mln €",Juventus FC,2023
Nicolò Fagioli,"Nicolò Fagioli            




            Centrale",12/feb/2001 (23),"15,00 mln €",Juventus FC,2023
Carlos Alcaraz,"Carlos Alcaraz            




            Centrale",30/nov/2002 (21),"15,00 mln €",Juventus FC,2023
Hans Nicolussi Caviglia,"Hans Nicolussi Caviglia  




            Centrale",18/giu/2000 (24),"3,00 mln €",Juventus FC,2023
Joseph Nonge,"Joseph Nonge            




            Centrale",15/mag/2005 (19),"3,00 mln €",Juventus FC,2023
Luis Hasa,"Luis Hasa            




            Centrale",06/gen/2004 (20),"1,00 mln €",Juventus FC,2023
Paul Pogba,"Paul Pogba            




            Centrale",15/mar/1993 (31),-,Juventus FC,2023
Filip Kostić,"Filip Kostić            




            Centrocampista di sinistra",01/nov/1992 (31),"6,50 mln €",Juventus FC,2023
Nikola Sekulov,"Nikola Sekulov            




            Trequartista",18/feb/2002 (22),800 mila €,Juventus FC,2023
Kenan Yıldız,"Kenan Yıldız            




            Ala sinistra",04/mag/2005 (19),"30,00 mln €",Juventus FC,2023
Samuel Iling-Junior,"Samuel Iling-Junior            




            Ala sinistra",04/ott/2003 (20),"13,00 mln €",Juventus FC,2023
Federico Chiesa,"Federico Chiesa            




            Ala destra",25/ott/1997 (26),"35,00 mln €",Juventus FC,2023
Matías Soulé,"Matías Soulé            




            Ala destra",15/apr/2003 (21),"25,00 mln €",Juventus FC,2023
Timothy Weah,"Timothy Weah            




            Ala destra",22/feb/2000 (24),"12,00 mln €",Juventus FC,2023
Dušan Vlahović,"Dušan Vlahović            




            Punta centrale",28/gen/2000 (24),"65,00 mln €",Juventus FC,2023
Moise Kean,"Moise Kean            




            Punta centrale",28/feb/2000 (24),"14,00 mln €",Juventus FC,2023
Arkadiusz Milik,"Arkadiusz Milik  




            Punta centrale",28/feb/1994 (30),"6,00 mln €",Juventus FC,2023
Leonardo Cerri,"Leonardo Cerri            




            Punta centrale",04/mar/2003 (21),800 mila €,Juventus FC,2023
Tommaso Mancini,"Tommaso Mancini            




            Punta centrale",23/lug/2004 (19),500 mila €,Juventus FC,2023
Marco Carnesecchi,"Marco Carnesecchi            




            Portiere",01/lug/2000 (23),"16,00 mln €",Atalanta,2023
Juan Musso,"Juan Musso            




            Portiere",06/mag/1994 (30),"5,00 mln €",Atalanta,2023
Paolo Vismara,"Paolo Vismara            




            Portiere",28/mar/2003 (21),600 mila €,Atalanta,2023
Francesco Rossi,"Francesco Rossi            




            Portiere",27/apr/1991 (33),100 mila €,Atalanta,2023
Giorgio Scalvini,"Giorgio Scalvini  




            Difensore centrale",11/dic/2003 (20),"45,00 mln €",Atalanta,2023
Isak Hien,"Isak Hien            




            Difensore centrale",13/gen/1999 (25),"20,00 mln €",Atalanta,2023
Berat Djimsiti,"Berat Djimsiti            




            Difensore centrale",19/feb/1993 (31),"10,00 mln €",Atalanta,2023
Sead Kolasinac,"Sead Kolasinac            




            Difensore centrale",20/giu/1993 (31),"10,00 mln €",Atalanta,2023
Caleb Okoli,"Caleb Okoli            




            Difensore centrale",13/lug/2001 (22),"8,00 mln €",Atalanta,2023
Rafael Tolói,"Rafael Tolói  




            Difensore centrale",10/ott/1990 (33),"2,50 mln €",Atalanta,2023
Giovanni Bonfanti,"Giovanni Bonfanti            




            Difensore centrale",17/gen/2003 (21),"1,00 mln €",Atalanta,2023
José Luis Palomino,"José Luis Palomino            




            Difensore centrale",05/gen/1990 (34),700 mila €,Atalanta,2023
Tommaso Del Lungo,"Tommaso Del Lungo            




            Difensore centrale",21/nov/2003 (20),250 mila €,Atalanta,2023
Pietro Comi,"Pietro Comi            




            Difensore centrale",11/giu/2005 (19),250 mila €,Atalanta,2023
Mitchel Bakker,"Mitchel Bakker            




            Terzino sinistro",20/giu/2000 (24),"6,50 mln €",Atalanta,2023
Andrea Ceresoli,"Andrea Ceresoli            




            Terzino sinistro",25/mar/2003 (21),500 mila €,Atalanta,2023
Emil Holm,"Emil Holm            




            Terzino destro",13/mag/2000 (24),"12,00 mln €",Atalanta,2023
Hans Hateboer,"Hans Hateboer            




            Terzino destro",09/gen/1994 (30),"3,50 mln €",Atalanta,2023
Marten de Roon,"Marten de Roon            




            Mediano",29/mar/1991 (33),"7,00 mln €",Atalanta,2023
Leonardo Mendicino,"Leonardo Mendicino            




            Mediano",25/giu/2006 (18),800 mila €,Atalanta,2023
Éderson,"Éderson  




            Centrale",07/lug/1999 (24),"40,00 mln €",Atalanta,2023
Mario Pasalic,"Mario Pasalic            




            Centrale",09/feb/1995 (29),"13,00 mln €",Atalanta,2023
Michel Adopo,"Michel Adopo            




            Centrale",19/lug/2000 (23),"1,00 mln €",Atalanta,2023
Alberto Manzoni,"Alberto Manzoni            




            Centrale",25/giu/2005 (19),300 mila €,Atalanta,2023
Matteo Colombo,"Matteo Colombo            




            Centrale",09/mar/2004 (20),150 mila €,Atalanta,2023
Davide Zappacosta,"Davide Zappacosta            




            Centrocampista di destra",11/giu/1992 (32),"6,00 mln €",Atalanta,2023
Nadir Zortea,"Nadir Zortea            




            Centrocampista di destra",19/giu/1999 (25),"3,00 mln €",Atalanta,2023
Marco Palestra,"Marco Palestra            




            Centrocampista di destra",03/mar/2005 (19),"1,00 mln €",Atalanta,2023
Matteo Ruggeri,"Matteo Ruggeri            




            Centrocampista di sinistra",11/lug/2002 (21),"20,00 mln €",Atalanta,2023
Teun Koopmeiners,"Teun Koopmeiners            




            Trequartista",28/feb/1998 (26),"50,00 mln €",Atalanta,2023
Charles De Ketelaere,"Charles De Ketelaere            




            Trequartista",10/mar/2001 (23),"34,00 mln €",Atalanta,2023
Aleksey Miranchuk,"Aleksey Miranchuk            




            Trequartista",17/ott/1995 (28),"10,00 mln €",Atalanta,2023
Alessandro Cortinovis,"Alessandro Cortinovis            




            Trequartista",25/gen/2001 (23),400 mila €,Atalanta,2023
Andrea Bonanomi,"Andrea Bonanomi            




            Trequartista",31/gen/2006 (18),-,Atalanta,2023
Ademola Lookman,"Ademola Lookman            




            Seconda punta",20/ott/1997 (26),"40,00 mln €",Atalanta,2023
Tommaso De Nipoti,"Tommaso De Nipoti            




            Seconda punta",23/lug/2003 (20),200 mila €,Atalanta,2023
Gianluca Scamacca,"Gianluca Scamacca  




            Punta centrale",01/gen/1999 (25),"35,00 mln €",Atalanta,2023
El Bilal Touré,"El Bilal Touré            




            Punta centrale",03/ott/2001 (22),"20,00 mln €",Atalanta,2023
Duván Zapata,"Duván Zapata  




            Punta centrale",01/apr/1991 (33),"8,00 mln €",Atalanta,2023
Luis Muriel,"Luis Muriel            




            Punta centrale",16/apr/1991 (33),"2,00 mln €",Atalanta,2023
Siren Diao,"Siren Diao            




            Punta centrale",21/gen/2005 (19),"1,50 mln €",Atalanta,2023
Moustapha Cissé,"Moustapha Cissé            




            Punta centrale",14/set/2003 (20),800 mila €,Atalanta,2023
Lukasz Skorupski,"Lukasz Skorupski            




            Portiere",05/mag/1991 (33),"3,50 mln €",Bologna FC,2023
Federico Ravaglia,"Federico Ravaglia            




            Portiere",11/nov/1999 (24),"1,00 mln €",Bologna FC,2023
Nicola Bagnolini,"Nicola Bagnolini            




            Portiere",14/mar/2004 (20),200 mila €,Bologna FC,2023
Tito Gasperini,"Tito Gasperini            




            Portiere",09/mar/2006 (18),-,Bologna FC,2023
Sam Beukema,"Sam Beukema            




            Difensore centrale",17/nov/1998 (25),"18,00 mln €",Bologna FC,2023
Jhon Lucumí,"Jhon Lucumí            




            Difensore centrale",26/giu/1998 (26),"17,00 mln €",Bologna FC,2023
Stefan Posch,"Stefan Posch  




            Difensore centrale",14/mag/1997 (27),"14,00 mln €",Bologna FC,2023
Mihajlo Ilic,"Mihajlo Ilic            




            Difensore centrale",04/giu/2003 (21),"4,00 mln €",Bologna FC,2023
Adama Soumaoro,"Adama Soumaoro            




            Difensore centrale",18/giu/1992 (32),"2,00 mln €",Bologna FC,2023
Kevin Bonifazi,"Kevin Bonifazi            




            Difensore centrale",19/mag/1996 (28),"1,80 mln €",Bologna FC,2023
Joaquín Sosa,"Joaquín Sosa            




            Difensore centrale",10/gen/2002 (22),"1,50 mln €",Bologna FC,2023
Riccardo Stivanello,"Riccardo Stivanello  




            Difensore centrale",24/apr/2004 (20),200 mila €,Bologna FC,2023
Riccardo Calafiori,"Riccardo Calafiori  




            Terzino sinistro",19/mag/2002 (22),"30,00 mln €",Bologna FC,2023
Victor Kristiansen,"Victor Kristiansen            




            Terzino sinistro",16/dic/2002 (21),"15,00 mln €",Bologna FC,2023
Tommaso Corazza,"Tommaso Corazza            




            Terzino sinistro",29/giu/2004 (20),"1,00 mln €",Bologna FC,2023
Charalampos Lykogiannis,"Charalampos Lykogiannis            




            Terzino sinistro",22/ott/1993 (30),"1,00 mln €",Bologna FC,2023
Lorenzo De Silvestri,"Lorenzo De Silvestri            




            Terzino destro",23/mag/1988 (36),400 mila €,Bologna FC,2023
Jerdy Schouten,"Jerdy Schouten            




            Mediano",12/gen/1997 (27),"28,00 mln €",Bologna FC,2023
Nikola Moro,"Nikola Moro            




            Mediano",12/mar/1998 (26),"5,00 mln €",Bologna FC,2023
Oussama El Azzouzi,"Oussama El Azzouzi            




            Mediano",29/mag/2001 (23),"2,50 mln €",Bologna FC,2023
Nicolás Domínguez,"Nicolás Domínguez            




            Centrale",28/giu/1998 (26),"17,00 mln €",Bologna FC,2023
Michel Aebischer,"Michel Aebischer            




            Centrale",06/gen/1997 (27),"9,00 mln €",Bologna FC,2023
Kacper Urbanski,"Kacper Urbanski            




            Centrale",07/set/2004 (19),"7,00 mln €",Bologna FC,2023
Remo Freuler,"Remo Freuler            




            Centrale",15/apr/1992 (32),"6,50 mln €",Bologna FC,2023
Niklas Pyyhtiä,"Niklas Pyyhtiä            




            Centrale",25/set/2003 (20),"1,20 mln €",Bologna FC,2023
Lewis Ferguson,"Lewis Ferguson  




            Trequartista",24/ago/1999 (24),"24,00 mln €",Bologna FC,2023
Giovanni Fabbian,"Giovanni Fabbian            




            Trequartista",14/gen/2003 (21),"14,00 mln €",Bologna FC,2023
Jens Odgaard,"Jens Odgaard            




            Trequartista",31/mar/1999 (25),"4,50 mln €",Bologna FC,2023
Jesper Karlsson,"Jesper Karlsson            




            Ala sinistra",25/lug/1998 (25),"8,00 mln €",Bologna FC,2023
Riccardo Orsolini,"Riccardo Orsolini            




            Ala destra",24/gen/1997 (27),"16,00 mln €",Bologna FC,2023
Dan Ndoye,"Dan Ndoye            




            Ala destra",25/ott/2000 (23),"14,00 mln €",Bologna FC,2023
Alexis Saelemaekers,"Alexis Saelemaekers            




            Ala destra",27/giu/1999 (25),"12,00 mln €",Bologna FC,2023
Joshua Zirkzee,"Joshua Zirkzee            




            Punta centrale",22/mag/2001 (23),"50,00 mln €",Bologna FC,2023
Santiago Castro,"Santiago Castro  




            Punta centrale",18/set/2004 (19),"12,00 mln €",Bologna FC,2023
Marko Arnautovic,"Marko Arnautovic            




            Punta centrale",19/apr/1989 (35),"4,00 mln €",Bologna FC,2023
Sydney van Hooijdonk,"Sydney van Hooijdonk            




            Punta centrale",06/feb/2000 (24),"4,00 mln €",Bologna FC,2023
Tommaso Ravaglioli,"Tommaso Ravaglioli            




            Punta centrale",20/feb/2006 (18),-,Bologna FC,2023
Mile Svilar,"Mile Svilar            




            Portiere",27/ago/1999 (24),"9,00 mln €",AS Roma,2023
Rui Patrício,"Rui Patrício            




            Portiere",15/feb/1988 (36),"1,00 mln €",AS Roma,2023
Renato Marin,"Renato Marin            




            Portiere",10/lug/2006 (17),500 mila €,AS Roma,2023
Pietro Boer,"Pietro Boer            




            Portiere",12/mag/2002 (22),150 mila €,AS Roma,2023
Evan Ndicka,"Evan Ndicka            




            Difensore centrale",20/ago/1999 (24),"25,00 mln €",AS Roma,2023
Gianluca Mancini,"Gianluca Mancini            




            Difensore centrale",17/apr/1996 (28),"25,00 mln €",AS Roma,2023
Dean Huijsen,"Dean Huijsen            




            Difensore centrale",14/apr/2005 (19),"10,00 mln €",AS Roma,2023
Diego Llorente,"Diego Llorente            




            Difensore centrale",16/ago/1993 (30),"7,00 mln €",AS Roma,2023
Marash Kumbulla,"Marash Kumbulla            




            Difensore centrale",08/feb/2000 (24),"4,50 mln €",AS Roma,2023
Chris Smalling,"Chris Smalling            




            Difensore centrale",22/nov/1989 (34),"2,50 mln €",AS Roma,2023
Matteo Plaia,"Matteo Plaia            




            Difensore centrale",29/mar/2006 (18),-,AS Roma,2023
Lovro Golic,"Lovro Golic            




            Difensore centrale",05/mar/2006 (18),-,AS Roma,2023
Angeliño,"Angeliño            




            Terzino sinistro",04/gen/1997 (27),"8,00 mln €",AS Roma,2023
Leonardo Spinazzola,"Leonardo Spinazzola            




            Terzino sinistro",25/mar/1993 (31),"4,00 mln €",AS Roma,2023
Jan Oliveras,"Jan Oliveras            




            Terzino sinistro",07/lug/2004 (19),150 mila €,AS Roma,2023
Rasmus Kristensen,"Rasmus Kristensen            




            Terzino destro",11/lug/1997 (26),"10,00 mln €",AS Roma,2023
Zeki Çelik,"Zeki Çelik  




            Terzino destro",17/feb/1997 (27),"6,00 mln €",AS Roma,2023
Rick Karsdorp,"Rick Karsdorp            




            Terzino destro",11/feb/1995 (29),"5,00 mln €",AS Roma,2023
Mattia Mannini,"Mattia Mannini            




            Terzino destro",08/lug/2006 (17),-,AS Roma,2023
Bryan Cristante,"Bryan Cristante            




            Mediano",03/mar/1995 (29),"20,00 mln €",AS Roma,2023
Leandro Paredes,"Leandro Paredes            




            Mediano",29/giu/1994 (30),"8,00 mln €",AS Roma,2023
Martin Vetkal,"Martin Vetkal            




            Mediano",21/feb/2004 (20),50 mila €,AS Roma,2023
Edoardo Bove,"Edoardo Bove  




            Centrale",16/mag/2002 (22),"18,00 mln €",AS Roma,2023
Renato Sanches,"Renato Sanches            




            Centrale",18/ago/1997 (26),"6,50 mln €",AS Roma,2023
Niccolò Pisilli,"Niccolò Pisilli            




            Centrale",23/set/2004 (19),"3,50 mln €",AS Roma,2023
Riccardo Pagano,"Riccardo Pagano            




            Centrale",28/nov/2004 (19),"2,50 mln €",AS Roma,2023
Francesco D'Alessio,"Francesco D'Alessio            




            Centrale",21/feb/2004 (20),100 mila €,AS Roma,2023
Nicola Zalewski,"Nicola Zalewski            




            Centrocampista di sinistra",23/gen/2002 (22),"12,00 mln €",AS Roma,2023
Lorenzo Pellegrini,"Lorenzo Pellegrini  




            Trequartista",19/giu/1996 (28),"25,00 mln €",AS Roma,2023
Tommaso Baldanzi,"Tommaso Baldanzi            




            Trequartista",23/mar/2003 (21),"15,00 mln €",AS Roma,2023
Houssem Aouar,"Houssem Aouar            




            Trequartista",30/giu/1998 (26),"10,00 mln €",AS Roma,2023
Stephan El Shaarawy,"Stephan El Shaarawy            




            Ala sinistra",27/ott/1992 (31),"5,00 mln €",AS Roma,2023
Luigi Cherubini,"Luigi Cherubini            




            Ala sinistra",15/gen/2004 (20),350 mila €,AS Roma,2023
Ola Solbakken,"Ola Solbakken  




            Ala destra",07/set/1998 (25),"2,50 mln €",AS Roma,2023
João Costa,"João Costa  




            Ala destra",28/mar/2005 (19),"1,00 mln €",AS Roma,2023
Paulo Dybala,"Paulo Dybala  




            Seconda punta",15/nov/1993 (30),"20,00 mln €",AS Roma,2023
Tammy Abraham,"Tammy Abraham            




            Punta centrale",02/ott/1997 (26),"30,00 mln €",AS Roma,2023
Romelu Lukaku,"Romelu Lukaku            




            Punta centrale",13/mag/1993 (31),"30,00 mln €",AS Roma,2023
Sardar Azmoun,"Sardar Azmoun            




            Punta centrale",01/gen/1995 (29),"8,00 mln €",AS Roma,2023
Andrea Belotti,"Andrea Belotti            




            Punta centrale",20/dic/1993 (30),"5,00 mln €",AS Roma,2023
Filippo Alessio,"Filippo Alessio            




            Punta centrale",24/dic/2004 (19),100 mila €,AS Roma,2023
Oliver Christensen,"Oliver Christensen            




            Portiere",22/mar/1999 (25),"3,00 mln €",ACF Fiorentina,2023
Pietro Terracciano,"Pietro Terracciano            




            Portiere",08/mar/1990 (34),"2,50 mln €",ACF Fiorentina,2023
Tommaso Martinelli,"Tommaso Martinelli            




            Portiere",06/gen/2006 (18),"1,00 mln €",ACF Fiorentina,2023
Tommaso Vannucchi,"Tommaso Vannucchi            




            Portiere",05/mar/2007 (17),400 mila €,ACF Fiorentina,2023
Nikola Milenković,"Nikola Milenković            




            Difensore centrale",12/ott/1997 (26),"15,00 mln €",ACF Fiorentina,2023
Lucas Martínez Quarta,"Lucas Martínez Quarta  




            Difensore centrale",10/mag/1996 (28),"15,00 mln €",ACF Fiorentina,2023
Luca Ranieri,"Luca Ranieri  




            Difensore centrale",23/apr/1999 (25),"8,00 mln €",ACF Fiorentina,2023
Yerry Mina,"Yerry Mina            




            Difensore centrale",23/set/1994 (29),"3,00 mln €",ACF Fiorentina,2023
Christian Dalle Mura,"Christian Dalle Mura            




            Difensore centrale",02/feb/2002 (22),850 mila €,ACF Fiorentina,2023
Pietro Comuzzo,"Pietro Comuzzo            




            Difensore centrale",20/feb/2005 (19),700 mila €,ACF Fiorentina,2023
Christian Biagetti,"Christian Biagetti            




            Difensore centrale",10/mar/2004 (20),150 mila €,ACF Fiorentina,2023
Fabiano Parisi,"Fabiano Parisi            




            Terzino sinistro",09/nov/2000 (23),"9,50 mln €",ACF Fiorentina,2023
Cristiano Biraghi,"Cristiano Biraghi            




            Terzino sinistro",01/set/1992 (31),"3,50 mln €",ACF Fiorentina,2023
Niccolò Fortini,"Niccolò Fortini            




            Terzino sinistro",13/feb/2006 (18),500 mila €,ACF Fiorentina,2023
Michael Kayode,"Michael Kayode  




            Terzino destro",10/lug/2004 (19),"25,00 mln €",ACF Fiorentina,2023
Dodô,"Dodô            




            Terzino destro",17/nov/1998 (25),"17,00 mln €",ACF Fiorentina,2023
Niccolò Pierozzi,"Niccolò Pierozzi            




            Terzino destro",12/set/2001 (22),"1,80 mln €",ACF Fiorentina,2023
Davide Faraoni,"Davide Faraoni            




            Terzino destro",25/ott/1991 (32),"1,50 mln €",ACF Fiorentina,2023
Sofyan Amrabat,"Sofyan Amrabat            




            Mediano",21/ago/1996 (27),"22,00 mln €",ACF Fiorentina,2023
Arthur Melo,"Arthur Melo            




            Mediano",12/ago/1996 (27),"15,00 mln €",ACF Fiorentina,2023
