Name,Role,Market Value,Squadra
Albin Ekdal,"Albin Ekdal            




            Mediano",800 mila €,Spezia Calcio
Aurélien Nguiamba,"Aurélien Nguiamba            




            Mediano",300 mila €,Spezia Calcio
Simone Bastoni,"Simone Bastoni            




            Centrale","6,50 mln €",Spezia Calcio
Szymon Żurkowski,"Szymon Żurkowski            




            Centrale","3,50 mln €",Spezia Calcio
Mikael Egill Ellertsson,"Mikael Egill Ellertsson            




            Centrale","1,50 mln €",Spezia Calcio
Mehdi Bourabia,"Mehdi Bourabia  




            Centrale","1,30 mln €",Spezia Calcio
Aimar Sher,"Aimar Sher            




            Centrale",800 mila €,Spezia Calcio
Tio Cipot,"Tio Cipot            




            Centrale",700 mila €,Spezia Calcio
Emil Kornvig,"Emil Kornvig            




            Centrale",450 mila €,Spezia Calcio
Jacopo Sala,"Jacopo Sala            




            Centrale",400 mila €,Spezia Calcio
Julius Beck,"Julius Beck            




            Centrale",250 mila €,Spezia Calcio
Pietro Candelari,"Pietro Candelari            




            Centrale",-,Spezia Calcio
Daniel Maldini,"Daniel Maldini            




            Trequartista","3,00 mln €",Spezia Calcio
Kevin Agudelo,"Kevin Agudelo            




            Trequartista","3,00 mln €",Spezia Calcio
Viktor Kovalenko,"Viktor Kovalenko            




            Trequartista","1,50 mln €",Spezia Calcio
Leonardo Pedicillo,"Leonardo Pedicillo            




            Trequartista",25 mila €,Spezia Calcio
Emmanuel Gyasi,"Emmanuel Gyasi            




            Ala sinistra","2,00 mln €",Spezia Calcio
Suf Podgoreanu,"Suf Podgoreanu            




            Ala sinistra",300 mila €,Spezia Calcio
Daniele Verde,"Daniele Verde            




            Ala destra","3,00 mln €",Spezia Calcio
Leandro Sanca,"Leandro Sanca            




            Ala destra",400 mila €,Spezia Calcio
Ognjen Stijepovic,"Ognjen Stijepovic            




            Seconda punta",50 mila €,Spezia Calcio
M'Bala Nzola,"M'Bala Nzola            




            Punta centrale","8,00 mln €",Spezia Calcio
Eldor Shomurodov,"Eldor Shomurodov            




            Punta centrale","6,00 mln €",Spezia Calcio
Raimonds Krollis,"Raimonds Krollis            




            Punta centrale","2,50 mln €",Spezia Calcio
David Strelec,"David Strelec            




            Punta centrale","1,10 mln €",Spezia Calcio
Samuel Mraz,"Samuel Mraz            




            Punta centrale",600 mila €,Spezia Calcio
Wladimiro Falcone,"Wladimiro Falcone            




            Portiere","5,00 mln €",US Lecce
Federico Brancolini,"Federico Brancolini            




            Portiere",200 mila €,US Lecce
Marco Bleve,"Marco Bleve            




            Portiere",150 mila €,US Lecce
Jasper Samooja,"Jasper Samooja            




            Portiere",75 mila €,US Lecce
Federico Baschirotto,"Federico Baschirotto  




            Difensore centrale","8,00 mln €",US Lecce
Marin Pongračić,"Marin Pongračić            




            Difensore centrale","4,00 mln €",US Lecce
Samuel Umtiti,"Samuel Umtiti  




            Difensore centrale","4,00 mln €",US Lecce
Pietro Ceccaroni,"Pietro Ceccaroni            




            Difensore centrale","1,60 mln €",US Lecce
Mert Çetin,"Mert Çetin            




            Difensore centrale","1,20 mln €",US Lecce
Simone Romagnoli,"Simone Romagnoli  




            Difensore centrale",750 mila €,US Lecce
Kastriot Dermaku,"Kastriot Dermaku            




            Difensore centrale",400 mila €,US Lecce
Alessandro Tuia,"Alessandro Tuia            




            Difensore centrale",400 mila €,US Lecce
Mattia Ciucci,"Mattia Ciucci            




            Difensore centrale",25 mila €,US Lecce
Antonino Gallo,"Antonino Gallo            




            Terzino sinistro","2,50 mln €",US Lecce
Giuseppe Pezzella,"Giuseppe Pezzella            




            Terzino sinistro","2,50 mln €",US Lecce
Gianluca Frabotta,"Gianluca Frabotta            




            Terzino sinistro","1,40 mln €",US Lecce
Valentin Gendrey,"Valentin Gendrey            




            Terzino destro","4,00 mln €",US Lecce
Arturo Calabresi,"Arturo Calabresi            




            Terzino destro","1,10 mln €",US Lecce
Tommaso Cassandro,"Tommaso Cassandro            




            Terzino destro",900 mila €,US Lecce
Mats Lemmens,"Mats Lemmens            




            Terzino destro",100 mila €,US Lecce
Morten Hjulmand,"Morten Hjulmand            




            Mediano","15,00 mln €",US Lecce
Alexis Blin,"Alexis Blin  




            Mediano","2,50 mln €",US Lecce
Joan González,"Joan González  




            Centrale","6,00 mln €",US Lecce
Youssef Maleh,"Youssef Maleh            




            Centrale","4,50 mln €",US Lecce
Kristijan Bistrovic,"Kristijan Bistrovic            




            Centrale","2,50 mln €",US Lecce
Kristoffer Askildsen,"Kristoffer Askildsen            




            Centrale","2,00 mln €",US Lecce
Daniel Samek,"Daniel Samek            




            Centrale","1,50 mln €",US Lecce
Thórir Jóhann Helgason,"Thórir Jóhann Helgason            




            Centrale",800 mila €,US Lecce
Medon Berisha,"Medon Berisha  




            Centrale",500 mila €,US Lecce
Rémi Oudin,"Rémi Oudin            




            Trequartista","4,00 mln €",US Lecce
Marcin Listkowski,"Marcin Listkowski            




            Trequartista",300 mila €,US Lecce
Lameck Banda,"Lameck Banda  




            Ala sinistra","4,00 mln €",US Lecce
Federico Di Francesco,"Federico Di Francesco            




            Ala sinistra","1,80 mln €",US Lecce
Francesco Di Mariano,"Francesco Di Mariano            




            Ala sinistra","1,40 mln €",US Lecce
Gabriel Strefezza,"Gabriel Strefezza            




            Ala destra","10,00 mln €",US Lecce
Pablo Rodríguez,"Pablo Rodríguez            




            Seconda punta","2,00 mln €",US Lecce
Lorenzo Colombo,"Lorenzo Colombo            




            Punta centrale","5,00 mln €",US Lecce
Assan Ceesay,"Assan Ceesay            




            Punta centrale","2,50 mln €",US Lecce
Joel Voelkerling Persson,"Joel Voelkerling Persson            




            Punta centrale",600 mila €,US Lecce
Marco Carnesecchi,"Marco Carnesecchi            




            Portiere","13,00 mln €",US Cremonese
Andrei Radu,"Andrei Radu            




            Portiere","3,50 mln €",US Cremonese
Mouhamadou Sarr,"Mouhamadou Sarr            




            Portiere",400 mila €,US Cremonese
Gianluca Saro,"Gianluca Saro            




            Portiere",200 mila €,US Cremonese
Dorian Ciezkowski,"Dorian Ciezkowski            




            Portiere",100 mila €,US Cremonese
Johan Vásquez,"Johan Vásquez            




            Difensore centrale","3,60 mln €",US Cremonese
Jack Hendry,"Jack Hendry            




            Difensore centrale","3,00 mln €",US Cremonese
Emanuel Aiwu,"Emanuel Aiwu            




            Difensore centrale","3,00 mln €",US Cremonese
Luka Lochoshvili,"Luka Lochoshvili            




            Difensore centrale","1,80 mln €",US Cremonese
Luca Ravanelli,"Luca Ravanelli            




            Difensore centrale","1,40 mln €",US Cremonese
Alex Ferrari,"Alex Ferrari  




            Difensore centrale","1,00 mln €",US Cremonese
Vlad Chiricheș,"Vlad Chiricheș            




            Difensore centrale",900 mila €,US Cremonese
Matteo Bianchetti,"Matteo Bianchetti  




            Difensore centrale",800 mila €,US Cremonese
Maissa Ndiaye,"Maissa Ndiaye            




            Difensore centrale",300 mila €,US Cremonese
Paolo Gardoni,"Paolo Gardoni            




            Difensore centrale",25 mila €,US Cremonese
Emanuele Valeri,"Emanuele Valeri            




            Terzino sinistro","3,50 mln €",US Cremonese
Giacomo Quagliata,"Giacomo Quagliata            




            Terzino sinistro","2,00 mln €",US Cremonese
Leonardo Sernicola,"Leonardo Sernicola            




            Terzino destro","2,00 mln €",US Cremonese
Paolo Ghiglione,"Paolo Ghiglione            




            Terzino destro","1,30 mln €",US Cremonese
Charles Pickel,"Charles Pickel            




            Mediano","3,80 mln €",US Cremonese
Michele Castagnetti,"Michele Castagnetti            




            Mediano",700 mila €,US Cremonese
Paolo Bartolomei,"Paolo Bartolomei            




            Mediano",250 mila €,US Cremonese
Santiago Ascacíbar,"Santiago Ascacíbar            




            Centrale","6,50 mln €",US Cremonese
Soualiho Meïté,"Soualiho Meïté            




            Centrale","3,50 mln €",US Cremonese
Pablo Galdames,"Pablo Galdames            




            Centrale","2,30 mln €",US Cremonese
Gonzalo Escalante,"Gonzalo Escalante            




            Centrale","2,00 mln €",US Cremonese
Marco Benassi,"Marco Benassi            




            Centrale","1,50 mln €",US Cremonese
Tommaso Milanese,"Tommaso Milanese            




            Centrale","1,20 mln €",US Cremonese
Joshua Tenkorang,"Joshua Tenkorang            




            Centrale",200 mila €,US Cremonese
Christian Acella,"Christian Acella  




            Centrale",150 mila €,US Cremonese
Luca Borghesan,"Luca Borghesan            




            Centrale",50 mila €,US Cremonese
Jaime Báez,"Jaime Báez            




            Ala sinistra","1,20 mln €",US Cremonese
Cristian Buonaiuto,"Cristian Buonaiuto            




            Ala sinistra",800 mila €,US Cremonese
Dennis Politic,"Dennis Politic            




            Ala sinistra",150 mila €,US Cremonese
Luca Zanimacchia,"Luca Zanimacchia            




            Ala destra","1,80 mln €",US Cremonese
Felix Afena-Gyan,"Felix Afena-Gyan            




            Punta centrale","5,00 mln €",US Cremonese
Cyriel Dessers,"Cyriel Dessers            




            Punta centrale","5,00 mln €",US Cremonese
David Okereke,"David Okereke            




            Punta centrale","4,00 mln €",US Cremonese
Frank Tsadjout,"Frank Tsadjout            




            Punta centrale","1,20 mln €",US Cremonese
Samuel Di Carmine,"Samuel Di Carmine            




            Punta centrale",350 mila €,US Cremonese
Daniel Ciofani,"Daniel Ciofani            




            Punta centrale",200 mila €,US Cremonese
Alberto Basso Ricci,"Alberto Basso Ricci            




            Punta centrale",100 mila €,US Cremonese
Emil Audero,"Emil Audero            




            Portiere","6,00 mln €",UC Sampdoria
Nikita Contini,"Nikita Contini            




            Portiere",500 mila €,UC Sampdoria
Martin Turk,"Martin Turk            




            Portiere",400 mila €,UC Sampdoria
Elia Tantalocchi,"Elia Tantalocchi            




            Portiere",100 mila €,UC Sampdoria
Nicola Ravaglia,"Nicola Ravaglia            




            Portiere",100 mila €,UC Sampdoria
Federico Zorzi,"Federico Zorzi            




            Portiere",10 mila €,UC Sampdoria
Koray Günter,"Koray Günter            




            Difensore centrale","3,50 mln €",UC Sampdoria
Omar Colley,"Omar Colley            




            Difensore centrale","3,00 mln €",UC Sampdoria
Bruno Amione,"Bruno Amione            




            Difensore centrale","2,70 mln €",UC Sampdoria
Maxime Leverbe,"Maxime Leverbe            




            Difensore centrale","1,20 mln €",UC Sampdoria
Alex Ferrari,"Alex Ferrari  




            Difensore centrale","1,00 mln €",UC Sampdoria
Bram Nuytinck,"Bram Nuytinck            




            Difensore centrale","1,00 mln €",UC Sampdoria
Jeison Murillo,"Jeison Murillo            




            Difensore centrale","1,00 mln €",UC Sampdoria
Marios Ikonomou,"Marios Ikonomou            




            Difensore centrale",300 mila €,UC Sampdoria
Lorenzo Villa,"Lorenzo Villa            




            Difensore centrale",75 mila €,UC Sampdoria
Arttu Lötjönen,"Arttu Lötjönen            




            Difensore centrale",25 mila €,UC Sampdoria
Tommaso Augello,"Tommaso Augello            




            Terzino sinistro","2,00 mln €",UC Sampdoria
Nicola Murru,"Nicola Murru  




            Terzino sinistro","1,00 mln €",UC Sampdoria
Alessandro Zanoli,"Alessandro Zanoli            




            Terzino destro","6,00 mln €",UC Sampdoria
Fabio Depaoli,"Fabio Depaoli            




            Terzino destro","3,00 mln €",UC Sampdoria
Bartosz Bereszyński,"Bartosz Bereszyński   




            Terzino destro","1,60 mln €",UC Sampdoria
Andrea Conti,"Andrea Conti            




            Terzino destro",500 mila €,UC Sampdoria
Harry Winks,"Harry Winks            




            Mediano","10,00 mln €",UC Sampdoria
Tomás Rincón,"Tomás Rincón            




            Mediano",800 mila €,UC Sampdoria
Gerard Yepes,"Gerard Yepes            




            Mediano",500 mila €,UC Sampdoria
Emirhan İlkhan,"Emirhan İlkhan  




            Centrale","4,00 mln €",UC Sampdoria
Michaël Cuisance,"Michaël Cuisance            




            Centrale","3,00 mln €",UC Sampdoria
Gonzalo Villar,"Gonzalo Villar            




            Centrale","2,80 mln €",UC Sampdoria
Ronaldo Vieira,"Ronaldo Vieira            




            Centrale","2,00 mln €",UC Sampdoria
Valerio Verre,"Valerio Verre            




            Centrale","1,80 mln €",UC Sampdoria
Flavio Paoletti,"Flavio Paoletti            




            Centrale",800 mila €,UC Sampdoria
Simone Trimboli,"Simone Trimboli            




            Centrale",600 mila €,UC Sampdoria
Telasco Segovia,"Telasco Segovia            




            Centrale",500 mila €,UC Sampdoria
Lorenzo Malagrida,"Lorenzo Malagrida            




            Centrocampista di sinistra",400 mila €,UC Sampdoria
Abdelhamid Sabiri,"Abdelhamid Sabiri            




            Trequartista","2,50 mln €",UC Sampdoria
Filip Djuricic,"Filip Djuricic            




            Trequartista","1,80 mln €",UC Sampdoria
Antonio Candreva,"Antonio Candreva            




            Trequartista","1,50 mln €",UC Sampdoria
Jesé,"Jesé            




            Ala sinistra","1,00 mln €",UC Sampdoria
Samuel Ntanda,"Samuel Ntanda            




            Ala sinistra",-,UC Sampdoria
Ignacio Pussetto,"Ignacio Pussetto            




            Ala destra","2,50 mln €",UC Sampdoria
Mehdi Léris,"Mehdi Léris  




            Ala destra","2,50 mln €",UC Sampdoria
Sam Lammers,"Sam Lammers            




            Punta centrale","2,00 mln €",UC Sampdoria
Manuel De Luca,"Manuel De Luca            




            Punta centrale","2,00 mln €",UC Sampdoria
Manolo Gabbiadini,"Manolo Gabbiadini            




            Punta centrale","2,00 mln €",UC Sampdoria
Francesco Caputo,"Francesco Caputo            




            Punta centrale","1,50 mln €",UC Sampdoria
Daniele Montevago,"Daniele Montevago            




            Punta centrale",800 mila €,UC Sampdoria
Fabio Quagliarella,"Fabio Quagliarella            




            Punta centrale",500 mila €,UC Sampdoria
Mihailo Ivanovic,"Mihailo Ivanovic            




            Punta centrale",150 mila €,UC Sampdoria
